epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,6129.25,1.10099,0.56836,1.11694,0.91739,0.94527,0.96591,0.6564,1.1961,0.5194,1.20765,0.0068914,0.0068914,0.0068914
159,6166.6,1.09844,0.56546,1.11638,0.90481,0.95124,0.96608,0.65398,1.19413,0.52173,1.211,0.0068716,0.0068716,0.0068716
160,6204.78,1.11246,0.57182,1.12408,0.90442,0.95098,0.96847,0.66131,1.18504,0.51686,1.20096,0.0068518,0.0068518,0.0068518
161,6243.23,1.09487,0.56209,1.11437,0.90409,0.94731,0.96618,0.65461,1.19197,0.53128,1.20742,0.006832,0.006832,0.006832
162,6281.59,1.10869,0.57187,1.1239,0.91754,0.9393,0.96907,0.65838,1.20469,0.52425,1.20997,0.0068122,0.0068122,0.0068122
163,6320.27,1.09173,0.56545,1.10055,0.92119,0.94213,0.96855,0.65592,1.20215,0.51928,1.2154,0.0067924,0.0067924,0.0067924
164,6358.16,1.10526,0.56997,1.1302,0.91876,0.93333,0.96687,0.65347,1.19575,0.51912,1.21219,0.0067726,0.0067726,0.0067726
165,6398.6,1.09962,0.57082,1.10591,0.9172,0.94791,0.96983,0.66865,1.18404,0.50912,1.2005,0.0067528,0.0067528,0.0067528
166,6438.31,1.0906,0.56133,1.11743,0.8982,0.95323,0.97186,0.66205,1.1924,0.51036,1.20781,0.006733,0.006733,0.006733
167,6477.14,1.0872,0.56095,1.10998,0.9108,0.94527,0.97183,0.65709,1.1919,0.51791,1.20835,0.0067132,0.0067132,0.0067132
168,6515.96,1.1044,0.56459,1.11812,0.9294,0.92999,0.96857,0.66301,1.17595,0.5066,1.20029,0.0066934,0.0066934,0.0066934
169,6555.51,1.08395,0.55996,1.11543,0.90178,0.95721,0.96911,0.66767,1.17402,0.50785,1.19554,0.0066736,0.0066736,0.0066736
170,6593.38,1.10509,0.56924,1.11787,0.90236,0.95522,0.97259,0.65855,1.1917,0.51443,1.204,0.0066538,0.0066538,0.0066538
171,6631.82,1.09068,0.5765,1.11341,0.90418,0.95025,0.974,0.66298,1.18735,0.51236,1.20297,0.006634,0.006634,0.006634
172,6670.99,1.08617,0.55409,1.11246,0.92277,0.93924,0.96852,0.65511,1.18281,0.50954,1.2036,0.0066142,0.0066142,0.0066142
173,6709.5,1.07674,0.55673,1.10071,0.92605,0.93333,0.96927,0.65799,1.18759,0.50808,1.20869,0.0065944,0.0065944,0.0065944
174,6749.3,1.08784,0.55367,1.11204,0.91366,0.9477,0.97041,0.66478,1.17647,0.50566,1.19805,0.0065746,0.0065746,0.0065746
175,6788.85,1.06983,0.55472,1.10423,0.91963,0.93356,0.96958,0.66727,1.18404,0.50781,1.19964,0.0065548,0.0065548,0.0065548
176,6826.95,1.06391,0.54331,1.09326,0.90073,0.95423,0.96751,0.66706,1.18764,0.5105,1.20303,0.006535,0.006535,0.006535
